source,target
Apa JTK isa bantu pekerja sing sawise setaun isih ora diwenehi kontrak tertulis?,JTK boleh bantu pekerja yang tidak diberi kontrak bertulis selepas setahun?
Apa JPN isa ndhaptar kelahiran bayi wong asing sing lair neng kene?,JPN boleh daftar kelahiran anak orang asing yang lahir di sini?
Pengunjung pengin ngerti apa oleh nggawa panganan mlebu,Pelawat mahu tahu sama ada boleh masuk dengan makanan
Aku pengin mriksa bantuan JKM kanggo wong tuwa sing mung bisa turu,Saya mahu semak bantuan JKM untuk orang tua terlantar
Apa KKM ana obat murah kanggo nyeri sendi?,KKM ada ubat murah untuk sakit sendi?
Apa JTK isa bantu yen aku ora diwenehi cuti melahirkan lengkap?,JTK boleh bantu jika saya tidak diberi cuti bersalin penuh?
Apa JPN isa mriksa status pendaftaran kematian sing digawe wingi?,JPN boleh semak status pendaftaran kematian yang dibuat semalam?
Pengunjung butuh nomor telpon loket pertanyaan,Pelawat perlukan nombor telefon kaunter pertanyaan
Aku pengin mriksa bantuan JKM kanggo anak tanpa pengasuh tetep,Saya mahu semak bantuan JKM untuk anak tanpa penjaga tetap
Apa KKM isa ngrujuk anakku menyang pemeriksaan audiologi?,KKM boleh buat rujukan audiologi untuk anak saya?
Apa JTK isa bantu pekerja sing dipaksa tandha tangan notis palsu?,JTK boleh bantu pekerja yang dipaksa tandatangan notis palsu?
Apa JPN isa nerbitake salinan surat cerai kanggo pengadilan?,JPN boleh keluarkan salinan sijil cerai untuk mahkamah?
Pengunjung takon apa ana kursi roda kanggo wong tuwa,Pelawat bertanya tempat duduk roda untuk orang tua
Aku pengin mriksa bantuan JKM kanggo ibu tunggal sing kerja,Saya mahu semak bantuan JKM untuk ibu tunggal bekerja
Apa KKM ana pemeriksaan wajib sawise melahirkan?,KKM ada pemeriksaan selepas bersalin yang wajib?
Apa JTK isa bantu yen buruh dipaksa kerja nalika lara?,JTK boleh bantu jika pekerja diarah kerja semasa sakit?
Apa JPN isa mriksa apa akta lair anakku wis dikirim pos?,JPN boleh semak jika sijil lahir anak saya telah dihantar pos?
Pengunjung pengin ngerti ruang tunggu ibu ngandhut,Pelawat mahu tahu ruang tunggu ibu mengandung
Aku pengin mriksa bantuan JKM kanggo keluarga tahanan,Saya mahu semak bantuan JKM untuk keluarga mangsa tahanan
Apa KKM isa langsung ngganti tanggal janji spesialis?,KKM boleh ubah tarikh temu janji pakar dengan segera?
Apa JTK isa bantu yen aku ora diijini salat pas kerja?,JTK boleh bantu jika saya tidak dibenarkan solat semasa kerja?
Apa JPN isa nerbitake pengesahan jeneng lawas sawise ganti jeneng?,JPN boleh keluarkan pengesahan nama lama selepas tukar nama?
Pengunjung butuh bantuan ndorong kursi roda,Pelawat perlukan bantuan menolak kerusi roda
Aku pengin mriksa bantuan JKM kanggo pasien enom sing terlantar,Saya mahu semak bantuan JKM untuk pesakit terlantar muda
Apa KKM ana perawatan rehabilitasi paru-paru?,KKM ada rawatan pemulihan paru paru?
Apa JTK isa bantu yen asrama pekerja ora ana banyu resik?,JTK boleh bantu jika hostel pekerja tiada air bersih?
Apa JPN isa ndhaptar bayi sing lair neng omah?,JPN boleh daftar bayi yang lahir di rumah?
Pengunjung takon apa ana area dolanan bocah,Pelawat bertanya sama ada ada ruang bermain kanak kanak
Aku pengin mriksa bantuan JKM kanggo siswa miskin kutha,Saya mahu semak bantuan JKM untuk pelajar miskin bandar
Apa KKM isa maringi surat pengesahan ora mampu sementara?,KKM boleh beri surat pengesahan ketidakupayaan sementara?
Apa JTK isa bantu yen gaji dibayar nganggo barang?,JTK boleh bantu jika gaji dibayar dalam bentuk barang?
Apa JPN isa mriksa dhisik apa dokumenku lengkap sadurunge nomor dipanggil?,JPN boleh semak sama ada dokumen saya lengkap sebelum nombor dipanggil?
Pengunjung pengin ngerti apa ana panggon nyimpen stroller,Pelawat mahu tahu ada tempat simpan stroller atau tidak
Aku pengin mriksa bantuan JKM kanggo pasien lumpuh,Saya mahu semak bantuan JKM untuk pesakit lumpuh
Apa KKM ana layanan nyilih alat bantu napas?,KKM ada perkhidmatan pinjam alat bantuan pernafasan?
Apa JTK isa bantu yen aku dipindhah menyang kerja berbahaya?,JTK boleh bantu jika saya dipindahkan ke kerja berbahaya?
Apa JPN isa nerbitake maneh surat nikah kanggo urusan imigrasi?,JPN boleh keluarkan semula sijil nikah untuk urusan imigresen?
Pengunjung butuh hotline sawise jam kantor,Pelawat perlukan nombor hotline selepas waktu pejabat
Aku pengin mriksa bantuan JKM kanggo keluarga pasien kanker,Saya mahu semak bantuan JKM untuk keluarga pesakit kanser
Apa KKM isa menehi obat luwih awal merga aku arep lelungan?,KKM boleh beri ubat lebih awal sebab saya akan travel?
Apa JTK isa bantu yen aku kerja sewulan tanpa dina libur?,JTK boleh bantu jika saya kerja tanpa hari rehat sebulan?
Apa JPN isa ngganti mung alamat surat-menyurat?,JPN boleh ubah alamat surat menyurat sahaja?
Pengunjung takon lokasi drop off paling cedhak neng endi,Pelawat bertanya di mana lokasi drop off paling dekat
Aku pengin mriksa bantuan JKM kanggo pasien saraf,Saya mahu semak bantuan JKM untuk pesakit saraf
Apa KKM ana rujukan spesialis saraf?,KKM ada pakar neurologi untuk rujukan?
Apa JTK isa bantu yen bonusku dipotong tanpa notis?,JTK boleh bantu jika saya dipotong bonus tanpa notis?
Apa JPN isa mriksa masalah salah eja neng sistem pusat?,JPN boleh semak jika kesilapan ejaan berlaku dalam sistem pusat?
Pengunjung pengin ngerti apa oleh mangan neng lobi,Pelawat mahu tahu sama ada boleh makan di lobi
Aku pengin mriksa bantuan JKM kanggo wong sing ngopeni sedulur,Saya mahu semak bantuan JKM untuk penjaga adik beradik
Apa KKM isa menehi jadwal obat tulisan sing gampang dipahami?,KKM boleh beri jadual ubat bertulis yang mudah faham?
Apa JTK isa bantu pekerja sing ora diwenehi kursi sing layak?,JTK boleh bantu pekerja yang tak diberi tempat duduk sesuai?
Apa JPN isa nerbitake surat pengesahan lahir kanggo rumah sakit?,JPN boleh keluarkan surat pengesahan lahir untuk hospital?
Pengunjung butuh arah menyang apotek njaba,Pelawat perlukan petunjuk ke farmasi luar
Aku pengin mriksa bantuan JKM kanggo pasien sing kelangan kerja,Saya mahu semak bantuan JKM untuk pesakit yang hilang kerja
Apa KKM ana hotline konsultasi kesehatan bengi?,KKM ada talian nasihat kesihatan waktu malam?
Apa JTK isa bantu yen gajiku ora dibayar pas lara merga kerja?,JTK boleh bantu jika majikan tak bayar gaji semasa sakit kerja?
Apa JPN isa mriksa status kewarganegaraan anakku liwat portal?,JPN boleh semak status kewarganegaraan anak saya melalui portal?
Pengunjung takon neng endi isa ngisi formulir online,Pelawat bertanya di mana boleh isi borang secara online
Aku pengin mriksa bantuan JKM kanggo wong tuwa angkat,Saya mahu semak bantuan JKM untuk ibu bapa angkat
Apa KKM isa maringi surat rujukan terapi okupasi?,KKM boleh beri surat rujukan untuk pemulihan carakerja?
Apa JTK isa bantu yen perusahaan ngurung pekerja neng premis?,JTK boleh bantu jika syarikat kurung pekerja dalam premis?
Apa JPN isa mriksa kenapa status nikahku durung diupdate?,JPN boleh semak jika status nikah saya belum dikemas kini?
Pengunjung butuh info taksi utawa e-hailing,Pelawat perlukan nombor teksi atau e hailing
Aku pengin mriksa bantuan JKM kanggo perawatan anak yatim,Saya mahu semak bantuan JKM untuk penjagaan anak yatim
Apa KKM ana pemeriksaan rutin gratis kanggo lansia?,KKM ada pemeriksaan berkala percuma untuk warga emas?
Apa JTK isa bantu yen aku disuruh tandha tangan kontrak kosong?,JTK boleh bantu jika saya diarah tandatangan kontrak kosong?
Apa JPN isa nerbitake salinan sertifikat anak kanggo urusan kebajikan?,JPN boleh keluarkan salinan sijil anak untuk urusan kebajikan?
Pengunjung pengin ngerti ruang tunggu endi sing ana kipas,Pelawat mahu tahu di mana tempat menunggu yang ada kipas
Aku pengin mriksa bantuan JKM kanggo korban banjir kilat,Saya mahu semak bantuan JKM untuk mangsa banjir kilat
Apa KKM isa nggoleki maneh asil lab sing ilang?,KKM boleh semak semula keputusan makmal yang hilang?
Apa JTK isa bantu yen aku disuruh kerja tanpa izin sah?,JTK boleh bantu jika saya diarah kerja tanpa permit sah?
Apa JPN isa ndhaptar bayi yen wong tuwa durung mutusake jeneng lengkap?,JPN boleh daftar nama bayi jika ibu bapa belum putuskan nama penuh?
Pengunjung takon lokasi aula taklimat neng endi,Pelawat bertanya lokasi dewan taklimat
Aku pengin mriksa bantuan JKM kanggo anak sing butuh susu khusus,Saya mahu semak bantuan JKM untuk anak yang perlu susu khas
Apa KKM ana klinik sing buka awal esuk?,KKM ada klinik yang buka awal pagi?
Apa JTK isa bantu yen aku dipaksa tuku seragam larang?,JTK boleh bantu jika saya dipaksa beli uniform mahal?
Apa JPN isa mriksa tanggal nikahku salah neng rekod?,JPN boleh semak jika tarikh nikah saya salah dalam rekod?
Pengunjung butuh ruang istirahat kanggo lansia,Pelawat perlukan bilik rehat untuk warga emas
Aku pengin mriksa bantuan JKM kanggo pasien kronis neng luar bandar,Saya mahu semak bantuan JKM untuk pesakit kronik di luar bandar
Apa KKM isa ngrujuk aku menyang klinik sing luwih cedhak omah?,KKM boleh rujuk saya ke klinik lebih dekat dengan rumah?
Apa JTK isa bantu yen aku dilarang kerja merga ngandhut?,JTK boleh bantu jika saya dilarang pegang pas kerja kerana hamil?
Apa JPN isa nerbitake salinan akta lair kanggo bayi sing anyar seda?,JPN boleh keluarkan salinan sijil lahir untuk bayi baru meninggal?
Pengunjung pengin ngerti jam pira sing paling sepi,Pelawat mahu tahu waktu paling kurang orang
Aku pengin mriksa bantuan JKM kanggo pemulihan keluarga,Saya mahu semak bantuan JKM untuk pemulihan keluarga
Apa KKM ana pegawai sing isa basa Tamil?,KKM ada pegawai yang boleh cakap bahasa Tamil?
Apa JTK isa bantu pekerja sing ora dibayar tunjangan perjalanan?,JTK boleh bantu pekerja yang tidak dibayar elaun perjalanan?
Apa JPN isa mriksa apa status anak angkat wis mlebu sistem?,JPN boleh semak jika status anak angkat sudah dimasukkan?
Pengunjung butuh surat pengesahan kunjungan,Pelawat perlukan surat pengesahan lawatan
Aku pengin mriksa bantuan JKM kanggo rumah tangga tanpa penghasilan tetep,Saya mahu semak bantuan JKM untuk isi rumah tanpa pendapatan tetap
Apa KKM isa nerangake obat nganggo basa Melayu sing gampang?,KKM boleh beri penerangan ubat dalam Bahasa Melayu mudah?
Apa JTK isa bantu pekerja sing dipaksa kerja wektu lisensine entek?,JTK boleh bantu pekerja yang disuruh kerja semasa lesen tamat?
Apa JPN isa nerbitake surat pengesahan ibu kandung?,JPN boleh keluarkan surat pengesahan ibu kandung?
Pengunjung takon toilet disabilitas neng endi,Pelawat bertanya lokasi tandas OKU
Aku pengin mriksa bantuan JKM kanggo anak disabilitas belajar,Saya mahu semak bantuan JKM untuk anak kurang upaya belajar
Apa KKM ana dokter psikiatri anak?,KKM ada pakar psikiatri kanak kanak?
Apa JTK isa bantu yen majikan ngancem ora mbayar gaji yen resign?,JTK boleh bantu jika pekerja diugut tidak dibayar jika berhenti?
Apa JPN isa mriksa status permohonanku saka cabang liya?,JPN boleh semak status permohonan saya dari cawangan lain?
Pengunjung pengin ngerti apa panggonan iki ramah stroller,Pelawat mahu tahu sama ada tempat ini mesra stroller
Aku pengin mriksa bantuan JKM kanggo pengasuh pasien kanker,Saya mahu semak bantuan JKM untuk penjaga pesakit kanser
Apa KKM isa nyetak jadwal kemoterapi kanggo aku?,KKM boleh beri jadual rawatan kemoterapi bertulis?
Apa JTK isa bantu yen aku dipindhah tanpa tunjangan panggonan tinggal?,JTK boleh bantu jika saya dipindahkan tanpa elaun tempat tinggal?
Apa JPN isa nerbitake salinan data identitas anak ngisor 12 taun?,JPN boleh keluarkan salinan IC anak bawah 12 tahun?
Pengunjung butuh bantuan ngisi data neng kiosk,Pelawat perlukan bantuan mengisi maklumat dalam kiosk
Aku pengin mriksa bantuan pangan saben wulan kanggo pasien,Saya mahu semak bantuan JKM untuk makanan bulanan pesakit
Apa KKM ana layanan cek tensi gratis?,KKM ada perkhidmatan semak tekanan darah percuma?
Apa JTK isa bantu yen aku ora dibayar pas kerja percobaan?,JTK boleh bantu jika saya tidak dibayar kerja percubaan?
Apa JPN isa mbenerake nomor KTP sing salah neng sertifikat?,JPN boleh betulkan nombor kad pengenalan yang salah dalam sijil?
Pengunjung pengin ngerti loket endi sing paling cepet,Pelawat mahu tahu kaunter yang paling cepat
Aku pengin mriksa bantuan JKM kanggo ibu tunggal enom,Saya mahu semak bantuan JKM untuk ibu tunggal muda
Apa KKM isa menehi maneh surat rujukan lawas?,KKM boleh beri salinan surat rujukan lama?
Apa JTK isa bantu yen aku ora diijini njupuk cuti darurat?,JTK boleh bantu jika saya tidak dibenarkan ambil cuti kecemasan?
Apa JPN isa mriksa jenengku neng daftar keluarga?,JPN boleh semak nama saya dalam daftar keluarga?
Pengunjung takon panggon mangan halal sing cedhak,Pelawat bertanya tempat makan halal yang dekat
Aku pengin mriksa bantuan JKM kanggo wong tuwa tanpa waris,Saya mahu semak bantuan JKM untuk orang tua tanpa waris
Apa KKM ana perawatan susulan sawise ICU?,KKM ada rawatan susulan untuk pesakit selepas ICU?
Apa JTK isa bantu yen aku dipaksa kerja 12 jam terus?,JTK boleh bantu jika saya diarah kerja 12 jam terus?
Apa JPN isa nerbitake salinan sertifikat kanggo pengadilan syariah?,JPN boleh keluarkan salinan sijil untuk mahkamah syariah?
Pengunjung butuh bantuan scan QR mlebu,Pelawat perlukan bantuan untuk daftar QR masuk
Aku pengin mriksa bantuan JKM kanggo keluarga sing ngopeni OKU dewasa,Saya mahu semak bantuan JKM untuk keluarga yang menjaga OKU dewasa
Apa KKM isa menehi salinan catatan penyakit kronis kanggo universitas?,KKM boleh beri salinan rekod penyakit kronik untuk universiti?
Apa JTK isa bantu yen aku dijaluk mbayar denda resign?,JTK boleh bantu jika saya diminta bayar denda berhenti kerja?
Apa JPN isa ndhaptar bayi yen bapake neng luar negeri?,JPN boleh daftar nama bayi jika ayah di luar negara?
Pengunjung pengin ngerti apa saiki ana pegawai sing jaga,Pelawat mahu tahu sama ada ada pegawai bertugas sekarang
Aku pengin mriksa bantuan JKM kanggo rumah tangga siji penghasilan,Saya mahu semak bantuan JKM untuk rumah tangga satu pendapatan
Apa KKM ana klinik sore kanggo buruh pabrik?,KKM ada klinik petang untuk pekerja kilang?
Apa JTK isa bantu yen aku dilarang nyimpen salinan kontrak?,JTK boleh bantu jika saya dilarang simpan salinan kontrak?
Apa JPN isa nerbitake surat bukti identitas yen KTP ilang?,JPN boleh keluarkan surat akuan identiti jika IC hilang?
Pengunjung takon mesin nomor kanggo loket JPN neng endi,Pelawat bertanya di mana mesin nombor untuk kaunter JPN
Aku pengin mriksa bantuan JKM perlengkapan sekolah anak,Saya mahu semak bantuan JKM untuk peralatan sekolah anak
Apa KKM isa mbantu mindhah rekam klinikku menyang negara bagian liya?,KKM boleh bantu saya pindahkan rekod klinik ke negeri lain?
Apa JTK isa bantu yen gajiku mung dibayar setengah?,JTK boleh bantu jika gaji saya dibayar separuh sahaja?
Apa JPN isa dicek status permohonan liwat SMS?,JPN boleh semak status permohonan secara SMS?
Pengunjung pengin ngerti apa loket iki nampa kartu kredit,Pelawat mahu tahu jika kaunter ini terima kad kredit
Aku pengin mriksa bantuan JKM kanggo keluarga anak akeh,Saya mahu semak bantuan JKM untuk keluarga dengan anak ramai
Apa KKM ana program saringan kesehatan bergerak?,KKM ada program saringan kesihatan bergerak?
Apa JTK isa bantu yen kerja cuti umum ora dibayar ganda?,JTK boleh bantu jika saya tidak dibayar gaji cuti umum?
Apa JPN isa nerbitake maneh sertifikat sing salah cetak?,JPN boleh keluarkan semula sijil yang salah cetak?
Pengunjung butuh loket sing ana kursi cendhek,Pelawat perlukan kaunter yang ada kerusi rendah
Aku pengin mriksa bantuan JKM kanggo keluarga sawise pegatan,Saya mahu semak bantuan JKM untuk keluarga selepas perceraian
Apa KKM isa maringi surat dukungan kanggo permohonan OKU?,KKM boleh beri surat sokongan untuk permohonan OKU?
Apa JTK isa bantu yen aku diancam amarga nggawe aduan safety?,JTK boleh bantu jika saya diugut kerana buat aduan keselamatan?
Apa JPN isa mriksa masalah jeneng keluargaku sing ora padha neng kabeh dokumen?,JPN boleh semak jika nama keluarga saya tidak sama pada semua dokumen?
Pengunjung pengin ngerti apa ana nomor prioritas kanggo lansia,Pelawat mahu tahu sama ada ada nombor khas untuk warga emas
Aku pengin mriksa bantuan JKM kanggo anak lara jantung,Saya mahu semak bantuan JKM untuk anak sakit jantung
Apa KKM ana daftar rumah sakit rujukan jantung?,KKM ada hospital panel untuk rujukan jantung?
Apa JTK isa bantu yen perusahaan ora menehi wektu mangan?,JTK boleh bantu jika saya tidak diberi masa makan?
Apa JPN isa ndhaptar kematian yen dokumen almarhum ora lengkap?,JPN boleh daftar kematian jika si mati tiada dokumen lengkap?
Pengunjung takon kothak saran neng endi,Pelawat bertanya di mana peti cadangan
Aku pengin mriksa bantuan JKM kanggo penghuni PPR,Saya mahu semak bantuan JKM untuk keluarga yang tinggal di PPR
Apa KKM isa mriksa asil mamogramku?,KKM boleh semak keputusan mamogram saya?
Apa JTK isa bantu yen cuti laraku ora dibayar?,JTK boleh bantu jika saya tiada cuti sakit bergaji?
Apa JPN isa mbenerake jeneng ibu neng MyKid?,JPN boleh betulkan nama ibu pada MyKid?
Pengunjung butuh pas metu mlebu sing isa digunakake maneh,Pelawat perlukan pas keluar masuk yang boleh diguna semula
Aku pengin mriksa bantuan JKM pangan bayi alergi,Saya mahu semak bantuan JKM untuk makanan bayi alahan
Apa KKM ana saran nutrisi kanggo bayi alergi susu?,KKM ada nasihat pemakanan untuk bayi alahan susu?
Apa JTK isa bantu yen aku dipaksa nyerahke HP pas kerja?,JTK boleh bantu jika saya dipaksa serah telefon semasa kerja?
Apa JPN isa mriksa kesalahan nomor surat nikah?,JPN boleh semak jika ada kesilapan nombor sijil nikah?
Pengunjung pengin ngerti apa ana loket informasi multibahasa,Pelawat mahu tahu sama ada ada kaunter informasi pelbagai bahasa
Aku pengin mriksa bantuan JKM kanggo pasien lara tanpa keluarga,Saya mahu semak bantuan JKM untuk orang sakit tanpa keluarga
Apa KKM isa mbantu njupuk salinan kabeh rekam perawatanku?,KKM boleh bantu saya dapatkan salinan semua rekod rawatan?
Apa JTK isa bantu yen panggonan kerja ora ana toilet resik?,JTK boleh bantu jika tempat kerja tiada tandas bersih?
Apa JPN isa ndhaptar kelahiran sawise wektu suwe?,JPN boleh daftar kelahiran anak selepas tempoh lama?
Pengunjung takon mushola wanita neng endi,Pelawat bertanya di mana lokasi surau wanita
Aku pengin mriksa bantuan JKM kanggo keluarga sing ngopeni pasien demensia,Saya mahu semak bantuan JKM untuk keluarga yang menjaga pesakit demensia
