source,target
KKM可唔可以用簡單馬來文解釋藥物?,KKM boleh beri penerangan ubat dalam Bahasa Melayu mudah?
JTK會唔會幫證件過期仲被逼返工嘅工人?,JTK boleh bantu pekerja yang disuruh kerja semasa lesen tamat?
JPN可唔可以出親生母親證明?,JPN boleh keluarkan surat pengesahan ibu kandung?
訪客問傷殘人士廁所喺邊,Pelawat bertanya lokasi tandas OKU
我想查學習障礙兒童JKM援助,Saya mahu semak bantuan JKM untuk anak kurang upaya belajar
KKM有冇兒童精神科醫生?,KKM ada pakar psikiatri kanak kanak?
如果辭工就唔出糧JTK幫唔幫到?,JTK boleh bantu jika pekerja diugut tidak dibayar jika berhenti?
JPN可唔可以幫我查其他分行申請進度?,JPN boleh semak status permohonan saya dari cawangan lain?
訪客想知呢度適唔適合BB車,Pelawat mahu tahu sama ada tempat ini mesra stroller
我想查癌症患者照顧者JKM援助,Saya mahu semak bantuan JKM untuk penjaga pesakit kanser
KKM可唔可以印化療時間表俾我?,KKM boleh beri jadual rawatan kemoterapi bertulis?
如果調職冇住宿津貼JTK幫唔幫到?,JTK boleh bantu jika saya dipindahkan tanpa elaun tempat tinggal?
JPN可唔可以出12歲以下小朋友身份資料副本?,JPN boleh keluarkan salinan IC anak bawah 12 tahun?
訪客需要幫手喺自助機填資料,Pelawat perlukan bantuan mengisi maklumat dalam kiosk
我想查病人每月糧食援助,Saya mahu semak bantuan JKM untuk makanan bulanan pesakit
KKM有冇免費量血壓服務?,KKM ada perkhidmatan semak tekanan darah percuma?
如果試工冇人工JTK幫唔幫到?,JTK boleh bantu jika saya tidak dibayar kerja percubaan?
JPN可唔可以改證書上錯誤身份證號碼?,JPN boleh betulkan nombor kad pengenalan yang salah dalam sijil?
訪客想知邊個櫃檯最快,Pelawat mahu tahu kaunter yang paling cepat
我想查年輕單親媽媽JKM援助,Saya mahu semak bantuan JKM untuk ibu tunggal muda
KKM可唔可以補返舊轉介信?,KKM boleh beri salinan surat rujukan lama?
如果唔俾緊急假JTK幫唔幫到?,JTK boleh bantu jika saya tidak dibenarkan ambil cuti kecemasan?
JPN可唔可以查我喺家庭資料入面個名?,JPN boleh semak nama saya dalam daftar keluarga?
訪客問附近清真食店喺邊,Pelawat bertanya tempat makan halal yang dekat
我想查冇家屬長者JKM援助,Saya mahu semak bantuan JKM untuk orang tua tanpa waris
KKM有冇ICU出院後跟進治療?,KKM ada rawatan susulan untuk pesakit selepas ICU?
如果俾人迫做12個鐘JTK幫唔幫到?,JTK boleh bantu jika saya diarah kerja 12 jam terus?
JPN可唔可以補發證書俾伊斯蘭法庭?,JPN boleh keluarkan salinan sijil untuk mahkamah syariah?
訪客需要幫手掃QR入場,Pelawat perlukan bantuan untuk daftar QR masuk
我想查照顧成年OKU家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga yang menjaga OKU dewasa
KKM可唔可以俾大學用慢性病記錄副本?,KKM boleh beri salinan rekod penyakit kronik untuk universiti?
如果辭工要罰錢JTK幫唔幫到?,JTK boleh bantu jika saya diminta bayar denda berhenti kerja?
JPN可唔可以喺爸爸唔喺國內時幫BB登記?,JPN boleh daftar nama bayi jika ayah di luar negara?
訪客想知而家有冇職員當值,Pelawat mahu tahu sama ada ada pegawai bertugas sekarang
我想查單一收入家庭JKM援助,Saya mahu semak bantuan JKM untuk rumah tangga satu pendapatan
KKM有冇俾工廠工人嘅夜診?,KKM ada klinik petang untuk pekerja kilang?
如果唔俾我留合約副本JTK幫唔幫到?,JTK boleh bantu jika saya dilarang simpan salinan kontrak?
JPN如果身份證唔見可唔可以出身份證明?,JPN boleh keluarkan surat akuan identiti jika IC hilang?
訪客問JPN攞號碼機喺邊,Pelawat bertanya di mana mesin nombor untuk kaunter JPN
我想查小朋友學校用品JKM援助,Saya mahu semak bantuan JKM untuk peralatan sekolah anak
KKM可唔可以幫我將診所記錄轉去第二個州?,KKM boleh bantu saya pindahkan rekod klinik ke negeri lain?
如果人工只俾一半JTK幫唔幫到?,JTK boleh bantu jika gaji saya dibayar separuh sahaja?
JPN可唔可以用短訊查申請狀態?,JPN boleh semak status permohonan secara SMS?
訪客想知呢個櫃檯收唔收信用卡,Pelawat mahu tahu jika kaunter ini terima kad kredit
我想查多孩家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga dengan anak ramai
KKM有冇流動健康檢查計劃?,KKM ada program saringan kesihatan bergerak?
如果公假返工冇雙倍人工JTK幫唔幫到?,JTK boleh bantu jika saya tidak dibayar gaji cuti umum?
JPN可唔可以補發印錯咗嘅證書?,JPN boleh keluarkan semula sijil yang salah cetak?
訪客需要有矮櫃檯同低椅位,Pelawat perlukan kaunter yang ada kerusi rendah
我想查離婚後家庭JKM援助,Saya mahu semak bantuan JKM untuk keluarga selepas perceraian
KKM可唔可以開支持信俾我申請OKU?,KKM boleh beri surat sokongan untuk permohonan OKU?
如果我因為安全投訴俾人針對JTK幫唔幫到?,JTK boleh bantu jika saya diugut kerana buat aduan keselamatan?
JPN可唔可以查我屋企文件名唔一致問題?,JPN boleh semak jika nama keluarga saya tidak sama pada semua dokumen?
訪客想知有冇長者優先號碼,Pelawat mahu tahu sama ada ada nombor khas untuk warga emas
我想查心臟病兒童JKM援助,Saya mahu semak bantuan JKM untuk anak sakit jantung
KKM有冇心臟轉介醫院名單?,KKM ada hospital panel untuk rujukan jantung?
如果公司唔俾食飯時間JTK幫唔幫到?,JTK boleh bantu jika saya tidak diberi masa makan?
如果死者文件唔齊JPN可唔可以先登記?,JPN boleh daftar kematian jika si mati tiada dokumen lengkap?
訪客問意見箱喺邊,Pelawat bertanya di mana peti cadangan
我想查PPR住戶JKM援助,Saya mahu semak bantuan JKM untuk keluarga yang tinggal di PPR
KKM可唔可以查我乳房檢查結果?,KKM boleh semak keputusan mamogram saya?
如果病假冇薪水JTK幫唔幫到?,JTK boleh bantu jika saya tiada cuti sakit bergaji?
JPN可唔可以改MyKid上媽媽個名?,JPN boleh betulkan nama ibu pada MyKid?
訪客需要可重複使用嘅通行證,Pelawat perlukan pas keluar masuk yang boleh diguna semula
我想查過敏BB食物JKM援助,Saya mahu semak bantuan JKM untuk makanan bayi alahan
KKM有冇奶敏BB飲食建議?,KKM ada nasihat pemakanan untuk bayi alahan susu?
如果返工被迫交電話JTK幫唔幫到?,JTK boleh bantu jika saya dipaksa serah telefon semasa kerja?
JPN可唔可以查婚姻證書號碼錯誤?,JPN boleh semak jika ada kesilapan nombor sijil nikah?
訪客想知有冇多語言資訊櫃檯,Pelawat mahu tahu sama ada ada kaunter informasi pelbagai bahasa
我想查冇家屬病人JKM援助,Saya mahu semak bantuan JKM untuk orang sakit tanpa keluarga
KKM可唔可以幫我攞晒所有醫療記錄副本?,KKM boleh bantu saya dapatkan salinan semua rekod rawatan?
如果工作場所冇乾淨廁所JTK幫唔幫到?,JTK boleh bantu jika tempat kerja tiada tandas bersih?
JPN可唔可以補辦好耐之前嘅出生登記?,JPN boleh daftar kelahiran anak selepas tempoh lama?
訪客問女士祈禱室喺邊,Pelawat bertanya di mana lokasi surau wanita
我想查照顧失智病人家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk keluarga yang menjaga pesakit demensia
KKM可唔可以安排我媽媽做記憶檢查?,KKM boleh atur pemeriksaan ingatan untuk ibu saya?
如果未做安全培訓就逼我開工 JTK幫唔幫到?,JTK boleh bantu jika saya dipaksa kerja tanpa latihan keselamatan awal?
JPN可唔可以補發俾火燒毀咗嘅出世紙?,JPN boleh keluarkan semula sijil kelahiran yang terbakar?
訪客想知投訴櫃檯喺邊,Pelawat mahu tahu lokasi kaunter aduan
我想查照顧長者子女嘅JKM援助,Saya mahu semak bantuan JKM untuk anak penjaga warga emas
KKM有冇慢性皮膚病專科診所?,KKM ada klinik khas untuk penyakit kulit kronik?
如果我冇補假 JTK幫唔幫到?,JTK boleh bantu jika saya tidak diberi cuti rehat gantian?
JPN可唔可以查我離婚狀態更新咗未?,JPN boleh semak jika status perceraian saya sudah diselaraskan?
訪客需要幫手做電子登記,Pelawat perlukan bantuan untuk daftar masuk digital
我想查照顧自閉症小朋友媽媽嘅JKM援助,Saya mahu semak bantuan JKM untuk ibu yang menjaga anak autisme
KKM可唔可以俾我個仔職業治療轉介?,KKM boleh beri rujukan terapi carakerja untuk anak saya?
如果逼我未睇清楚就簽收文件 JTK幫唔幫到?,JTK boleh bantu jika saya diarah tandatangan surat penerimaan tanpa baca?
JPN可唔可以出離婚後母親姓名證明?,JPN boleh keluarkan surat pengesahan nama ibu selepas perceraian?
訪客問有冇室內等候區,Pelawat bertanya sama ada ada ruang menunggu tertutup
我想查日薪家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk keluarga berpendapatan harian
KKM可唔可以再查我以前嗰張藥單?,KKM boleh semak semula preskripsi ubat saya yang lama?
如果我冇食飯津貼 JTK幫唔幫到?,JTK boleh bantu jika saya tidak dibayar elaun makan?
JPN可唔可以喺媽媽未出院之前辦出生登記?,JPN boleh daftar kelahiran jika ibu belum keluar hospital?
訪客想知呢度有冇斜坡通道,Pelawat mahu tahu sama ada bangunan ini ada ramp
我想查突然失業人士嘅JKM援助,Saya mahu semak bantuan JKM untuk mangsa kehilangan pekerjaan mendadak
KKM有冇俾工廠工人戒煙計劃?,KKM ada program berhenti merokok untuk pekerja kilang?
如果公司遲遲唔出在職證明 JTK幫唔幫到?,JTK boleh bantu jika syarikat lambat keluarkan surat pengesahan kerja?
JPN可唔可以查我小朋友資料入錯分行?,JPN boleh semak jika rekod anak saya tersalah cawangan?
訪客需要幫手搵福利單位,Pelawat perlukan bantuan cari unit kebajikan
我想查臥床父母家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk ibu bapa sakit terlantar
KKM可唔可以安排中風病人上門跟進?,KKM boleh susun lawatan susulan untuk pesakit strok di rumah?
如果我喺病假期間被逼返工 JTK幫唔幫到?,JTK boleh bantu jika saya dipaksa kerja semasa lesen perubatan?
JPN可唔可以出家庭關係證明俾學校用?,JPN boleh keluarkan pengesahan keluarga untuk urusan sekolah?
訪客想知販賣機喺邊,Pelawat mahu tahu lokasi mesin minuman
我想查有洗腎病人家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk keluarga dengan pesakit dialisis
KKM有冇快速攞慢性病藥嘅櫃檯?,KKM ada kaunter khas untuk ambil ubat kronik dengan cepat?
如果我份合約突然被縮短 JTK幫唔幫到?,JTK boleh bantu jika kontrak saya tiba tiba dipendekkan?
JPN可唔可以連我小朋友地址記錄一齊改?,JPN boleh ubah alamat pada rekod anak saya juga?
訪客問廁所有冇換片台,Pelawat bertanya sama ada tandas ada tempat tukar lampin
我想查營養不良兒童嘅JKM援助,Saya mahu semak bantuan JKM untuk kanak kanak kurang zat
KKM可唔可以俾我小朋友覆磅時間表?,KKM boleh beri jadual susulan timbang berat anak?
如果遲五分鐘就被扣薪 JTK幫唔幫到?,JTK boleh bantu jika saya dipotong gaji kerana lambat lima minit?
JPN可唔可以出親生父親證明?,JPN boleh keluarkan surat pengesahan bapa kandung?
訪客需要呢度內線電話號碼,Pelawat perlukan nombor sambungan pejabat ini
我想查養家者去世後家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk keluarga selepas kematian pencari nafkah
KKM可唔可以開睇病出席證明俾大學?,KKM boleh beri surat hadir rawatan untuk universiti?
如果唔俾合理祈禱時間 JTK幫唔幫到?,JTK boleh bantu jika saya tidak diberi waktu solat yang munasabah?
JPN可唔可以淨係媽媽帶支持信去登記BB名?,JPN boleh daftar nama bayi jika hanya ibu hadir dengan surat sokongan?
訪客想知有冇涼快休息區,Pelawat mahu tahu sama ada ada tempat rehat yang sejuk
我想查成日入院哮喘病人嘅JKM援助,Saya mahu semak bantuan JKM untuk pesakit asma yang kerap masuk hospital
KKM有冇家用霧化器借用服務?,KKM ada alat nebulizer pinjaman untuk rumah?
如果逼我自己買工作器材 JTK幫唔幫到?,JTK boleh bantu jika saya dipaksa beli alat kerja sendiri?
JPN可唔可以查證書同身份證名唔一致問題?,JPN boleh semak jika ejaan nama saya berlainan antara sijil dan IC?
訪客問有冇唔使上樓梯嘅櫃檯,Pelawat bertanya sama ada ada kaunter tanpa tangga
我想查照顧病童人士嘅JKM援助,Saya mahu semak bantuan JKM untuk penjaga pesakit kanak kanak
KKM可唔可以轉介我個仔去發展專科?,KKM boleh rujuk anak saya ke pakar perkembangan?
如果老細唔肯俾電子糧單 JTK幫唔幫到?,JTK boleh bantu jika majikan enggan beri slip gaji digital?
JPN可唔可以出出世紙摘錄俾報學校用?,JPN boleh keluarkan cabutan sijil lahir untuk pendaftaran sekolah?
訪客想知有冇適合長者食飯嘅地方,Pelawat mahu tahu tempat makan yang sesuai untuk warga emas
我想查租房大家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk keluarga besar yang menyewa bilik
KKM可唔可以俾高血壓病人飲食指南?,KKM boleh beri panduan makan untuk pesakit darah tinggi?
如果我冇書面聘書 JTK幫唔幫到?,JTK boleh bantu jika saya tiada surat tawaran kerja bertulis?
JPN可唔可以將鄉下地址改做城市地址?,JPN boleh tukar status alamat kampung kepada alamat bandar?
訪客問邊度有近升降機嘅座位,Pelawat bertanya di mana tempat duduk yang dekat lif
我想查失業被裁人士嘅JKM援助,Saya mahu semak bantuan JKM untuk mangsa pembuangan kerja
KKM有冇俾工人做體檢嘅診所?,KKM ada klinik untuk pemeriksaan kesihatan pekerja?
如果公司叫我簽空白請假表 JTK幫唔幫到?,JTK boleh bantu jika syarikat suruh saya tandatangan borang kosong cuti?
JPN可唔可以查我資料有冇同人調亂?,JPN boleh semak jika rekod saya tertukar dengan orang lain?
訪客想知呢度會唔會好早開門,Pelawat mahu tahu sama ada bangunan ini buka awal pagi
我想查由祖父母照顧小朋友嘅JKM援助,Saya mahu semak bantuan JKM untuk anak yang dijaga oleh datuk nenek
KKM可唔可以轉介長者去聽力專科?,KKM boleh beri rujukan pakar pendengaran untuk warga emas?
如果調去其他地點但冇津貼 JTK幫唔幫到?,JTK boleh bantu jika saya dipindahkan ke lokasi lain tanpa elaun?
JPN可唔可以補發死亡證俾申請退休金用?,JPN boleh keluarkan salinan sijil mati untuk tuntutan pencen?
訪客需要幫手喺平板登記,Pelawat perlukan bantuan untuk isi maklumat pada tablet kiosk
我想查新離婚媽媽嘅JKM援助,Saya mahu semak bantuan JKM untuk ibu yang baru bercerai
KKM有冇產後媽媽上門探訪?,KKM ada lawatan rumah untuk ibu selepas bersalin?
如果我冇收齊銷售佣金 JTK幫唔幫到?,JTK boleh bantu jika saya tidak dibayar komisen jualan?
JPN可唔可以查我個仔個名有冇入中央系統?,JPN boleh semak jika pendaftaran nama anak saya sudah masuk sistem pusat?
訪客問有冇自助服務櫃檯,Pelawat bertanya sama ada ada kaunter bantuan diri
我想查小火災家庭嘅JKM援助,Saya mahu semak bantuan JKM untuk keluarga mangsa kebakaran kecil
KKM可唔可以幫我睇兩種藥夾唔夾?,KKM boleh semak ubat saya sesuai atau tidak dengan ubat lain?
如果合約完咗仲逼我返工 JTK幫唔幫到?,JTK boleh bantu jika saya diminta kerja walaupun kontrak tamat?
JPN可唔可以喺結婚證辦理中先登記BB?,JPN boleh daftar bayi jika sijil nikah masih dalam proses?
訪客想知近收費櫃檯邊度有位坐,Pelawat mahu tahu tempat duduk yang dekat kaunter bayaran
我想查慢性糖尿病患者嘅JKM援助,Saya mahu semak bantuan JKM untuk pesakit kencing manis kronik
KKM有冇免費糖尿腳檢查?,KKM ada pemeriksaan kaki diabetes percuma?
如果公司唔俾我警告信副本 JTK幫唔幫到?,JTK boleh bantu jika saya tidak diberi salinan surat amaran?
JPN可唔可以出單親身份證明俾JKM?,JPN boleh keluarkan surat pengesahan ibu tunggal untuk JKM?
訪客問邊度有翻譯幫手,Pelawat bertanya di mana boleh dapat bantuan penterjemahan
我想查照顧病母學生嘅JKM援助,Saya mahu semak bantuan JKM untuk pelajar yang menjaga ibu sakit
KKM可唔可以開經常覆診證明?,KKM boleh beri surat pengesahan kerap hadir rawatan?
如果批咗嘅假又被取消 JTK幫唔幫到?,JTK boleh bantu jika majikan batalkan cuti yang sudah diluluskan?
JPN可唔可以查我啲證書係邊間分局出過?,JPN boleh semak jika sijil saya pernah dikeluarkan di cawangan lain?
訪客想知有冇家庭洗手間,Pelawat mahu tahu jika ada bilik air keluarga
我想查家居臥床病人照顧JKM援助,Saya mahu semak bantuan JKM untuk penjagaan pesakit terlantar di rumah
KKM可唔可以安排上門洗傷口?,KKM boleh bantu atur pemeriksaan luka di rumah?
如果最後一日返工都冇收人工 JTK幫唔幫到?,JTK boleh bantu jika syarikat tidak bayar gaji pada hari akhir kerja?
JPN可唔可以喺家屬唔喺同區時辦死亡登記?,JPN boleh daftar kematian jika waris berada di luar daerah?
訪客問有冇長者專用通道,Pelawat bertanya sama ada ada lorong khas warga emas
我想查冇收入孕婦嘅JKM援助,Saya mahu semak bantuan JKM untuk ibu mengandung tanpa pendapatan
KKM有冇定期產檢安排?,KKM ada bantuan pemeriksaan kehamilan berjadual?
如果醫生話唔好返工都照逼我返 JTK幫唔幫到?,JTK boleh bantu jika saya dipaksa kerja walaupun doktor larang?
